allowEditableEmbedding	allowOutlines	allowPDFEmbedding	fontFamily	fontStyleName	fontStyleNameNative	fontType	name	fullName	fullNameNative	postscriptName
True	True	True	SF Pro Display	Ultralight Italic	Ultralight Italic	k.OpenType_CFF	SF Pro Display	Ultralight Italic	SF Pro Display Ultralight Italic	SF Pro Display Ultralight Italic	
True	True	True	SF Pro Display	Thin	Thin	k.OpenType_CFF	SF Pro Display	Thin	SF Pro Display Thin	SF Pro Display Thin	
True	True	True	SF Pro Display	Thin Italic	Thin Italic	k.OpenType_CFF	SF Pro Display	Thin Italic	SF Pro Display Thin Italic	SF Pro Display Thin Italic	
True	True	True	SF Pro Display	Light	Light	k.OpenType_CFF	SF Pro Display	Light	SF Pro Display Light	SF Pro Display Light	
True	True	True	SF Pro Display	Light Italic	Light Italic	k.OpenType_CFF	SF Pro Display	Light Italic	SF Pro Display Light Italic	SF Pro Display Light Italic	
True	True	True	SF Pro Display	Regular	Regular	k.OpenType_CFF	SF Pro Display	Regular	SF Pro Display	SF Pro Display	
True	True	True	SF Pro Display	Regular Italic	Regular Italic	k.OpenType_CFF	SF Pro Display	Regular Italic	SF Pro Display Regular Italic	SF Pro Display Regular Italic	
True	True	True	SF Pro Display	Medium	Medium	k.OpenType_CFF	SF Pro Display	Medium	SF Pro Display Medium	SF Pro Display Medium	
True	True	True	SF Pro Display	Medium Italic	Medium Italic	k.OpenType_CFF	SF Pro Display	Medium Italic	SF Pro Display Medium Italic	SF Pro Display Medium Italic	
True	True	True	SF Pro Display	Semibold	Semibold	k.OpenType_CFF	SF Pro Display	Semibold	SF Pro Display Semibold	SF Pro Display Semibold	
True	True	True	SF Pro Display	Semibold Italic	Semibold Italic	k.OpenType_CFF	SF Pro Display	Semibold Italic	SF Pro Display Semibold Italic	SF Pro Display Semibold Italic	
True	True	True	SF Pro Display	Bold	Bold	k.OpenType_CFF	SF Pro Display	Bold	SF Pro Display Bold	SF Pro Display Bold	
True	True	True	SF Pro Display	Bold Italic	Bold Italic	k.OpenType_CFF	SF Pro Display	Bold Italic	SF Pro Display Bold Italic	SF Pro Display Bold Italic	
True	True	True	SF Pro Display	Heavy	Heavy	k.OpenType_CFF	SF Pro Display	Heavy	SF Pro Display Heavy	SF Pro Display Heavy	
True	True	True	SF Pro Display	Heavy Italic	Heavy Italic	k.OpenType_CFF	SF Pro Display	Heavy Italic	SF Pro Display Heavy Italic	SF Pro Display Heavy Italic	
True	True	True	SF Pro Display	Black	Black	k.OpenType_CFF	SF Pro Display	Black	SF Pro Display Black	SF Pro Display Black	
True	True	True	SF Pro Display	Black Italic	Black Italic	k.OpenType_CFF	SF Pro Display	Black Italic	SF Pro Display Black Italic	SF Pro Display Black Italic	
False	True	True	SF Pro Rounded	Ultralight	Ultralight	k.OpenType_CFF	SF Pro Rounded	Ultralight	SF Pro Rounded Ultralight	SF Pro Rounded Ultralight	
False	True	True	SF Pro Rounded	Thin	Thin	k.OpenType_CFF	SF Pro Rounded	Thin	SF Pro Rounded Thin	SF Pro Rounded Thin	
False	True	True	SF Pro Rounded	Light	Light	k.OpenType_CFF	SF Pro Rounded	Light	SF Pro Rounded Light	SF Pro Rounded Light	
False	True	True	SF Pro Rounded	Regular	Regular	k.OpenType_CFF	SF Pro Rounded	Regular	SF Pro Rounded	SF Pro Rounded	
False	True	True	SF Pro Rounded	Medium	Medium	k.OpenType_CFF	SF Pro Rounded	Medium	SF Pro Rounded Medium	SF Pro Rounded Medium	
False	True	True	SF Pro Rounded	Semibold	Semibold	k.OpenType_CFF	SF Pro Rounded	Semibold	SF Pro Rounded Semibold	SF Pro Rounded Semibold	
False	True	True	SF Pro Rounded	Bold	Bold	k.OpenType_CFF	SF Pro Rounded	Bold	SF Pro Rounded Bold	SF Pro Rounded Bold	
False	True	True	SF Pro Rounded	Heavy	Heavy	k.OpenType_CFF	SF Pro Rounded	Heavy	SF Pro Rounded Heavy	SF Pro Rounded Heavy	
False	True	True	SF Pro Rounded	Black	Black	k.OpenType_CFF	SF Pro Rounded	Black	SF Pro Rounded Black	SF Pro Rounded Black	
True	True	True	SF Pro Text	Ultralight	Ultralight	k.OpenType_CFF	SF Pro Text	Ultralight	SF Pro Text Ultralight	SF Pro Text Ultralight	
True	True	True	SF Pro Text	Ultralight Italic	Ultralight Italic	k.OpenType_CFF	SF Pro Text	Ultralight Italic	SF Pro Text Ultralight Italic	SF Pro Text Ultralight Italic	
True	True	True	SF Pro Text	Thin	Thin	k.OpenType_CFF	SF Pro Text	Thin	SF Pro Text Thin	SF Pro Text Thin	
True	True	True	SF Pro Text	Thin Italic	Thin Italic	k.OpenType_CFF	SF Pro Text	Thin Italic	SF Pro Text Thin Italic	SF Pro Text Thin Italic	
True	True	True	SF Pro Text	Light	Light	k.OpenType_CFF	SF Pro Text	Light	SF Pro Text Light	SF Pro Text Light	
True	True	True	SF Pro Text	Light Italic	Light Italic	k.OpenType_CFF	SF Pro Text	Light Italic	SF Pro Text Light Italic	SF Pro Text Light Italic	
True	True	True	SF Pro Text	Regular	Regular	k.OpenType_CFF	SF Pro Text	Regular	SF Pro Text	SF Pro Text	
True	True	True	SF Pro Text	Regular Italic	Regular Italic	k.OpenType_CFF	SF Pro Text	Regular Italic	SF Pro Text Regular Italic	SF Pro Text Regular Italic	
True	True	True	SF Pro Text	Medium	Medium	k.OpenType_CFF	SF Pro Text	Medium	SF Pro Text Medium	SF Pro Text Medium	
True	True	True	SF Pro Text	Medium Italic	Medium Italic	k.OpenType_CFF	SF Pro Text	Medium Italic	SF Pro Text Medium Italic	SF Pro Text Medium Italic	
True	True	True	SF Pro Text	Semibold	Semibold	k.OpenType_CFF	SF Pro Text	Semibold	SF Pro Text Semibold	SF Pro Text Semibold	
True	True	True	SF Pro Text	Semibold Italic	Semibold Italic	k.OpenType_CFF	SF Pro Text	Semibold Italic	SF Pro Text Semibold Italic	SF Pro Text Semibold Italic	
True	True	True	SF Pro Text	Bold	Bold	k.OpenType_CFF	SF Pro Text	Bold	SF Pro Text Bold	SF Pro Text Bold	
True	True	True	SF Pro Text	Bold Italic	Bold Italic	k.OpenType_CFF	SF Pro Text	Bold Italic	SF Pro Text Bold Italic	SF Pro Text Bold Italic	
True	True	True	SF Pro Text	Heavy	Heavy	k.OpenType_CFF	SF Pro Text	Heavy	SF Pro Text Heavy	SF Pro Text Heavy	
True	True	True	SF Pro Text	Heavy Italic	Heavy Italic	k.OpenType_CFF	SF Pro Text	Heavy Italic	SF Pro Text Heavy Italic	SF Pro Text Heavy Italic	
True	True	True	SF Pro Text	Black	Black	k.OpenType_CFF	SF Pro Text	Black	SF Pro Text Black	SF Pro Text Black	
True	True	True	SF Pro Text	Black Italic	Black Italic	k.OpenType_CFF	SF Pro Text	Black Italic	SF Pro Text Black Italic	SF Pro Text Black Italic	
True	True	True	Shree Devanagari 714	Regular	Regular	k.TrueType	Shree Devanagari 714	Regular	Shree Devanagari 714	Shree Devanagari 714	
True	True	True	Shree Devanagari 714	Italic	Italic	k.TrueType	Shree Devanagari 714	Italic	Shree Devanagari 714 Italic	Shree Devanagari 714 Italic	
True	True	True	Shree Devanagari 714	Bold	Bold	k.TrueType	Shree Devanagari 714	Bold	Shree Devanagari 714 Bold	Shree Devanagari 714 Bold	
True	True	True	Shree Devanagari 714	Bold Italic	Bold Italic	k.TrueType	Shree Devanagari 714	Bold Italic	Shree Devanagari 714 Bold Italic	Shree Devanagari 714 Bold Italic	
False	True	True	SignPainter	HouseScript	HouseScript	k.OpenType_CFF	SignPainter	HouseScript	SignPainter-HouseScript	SignPainter-HouseScript	
False	True	True	SignPainter	HouseScript Semibold	HouseScript Semibold	k.OpenType_CFF	SignPainter	HouseScript Semibold	SignPainter-HouseScript Semibold	SignPainter-HouseScript Semibold	
True	True	True	Silom	Regular	Regular	k.TrueType	Silom	Regular	Silom	Silom	
True	True	True	Skia	Regular	Regular	k.TrueType	Skia	Regular	Skia	Skia	
True	True	True	Snell Roundhand	Regular	Regular	k.TrueType	Snell Roundhand	Regular	Snell Roundhand	Snell Roundhand	
True	True	True	Snell Roundhand	Bold	Bold	k.TrueType	Snell Roundhand	Bold	Snell Roundhand Bold	Snell Roundhand Bold	
True	True	True	Snell Roundhand	Black	Black	k.TrueType	Snell Roundhand	Black	Snell Roundhand Black	Snell Roundhand Black	
True	True	True	STIXGeneral	Regular	Regular	k.OpenType_CFF	STIXGeneral	Regular	STIXGeneral-Regular	STIXGeneral-Regular	
True	True	True	STIXGeneral	Italic	Italic	k.OpenType_CFF	STIXGeneral	Italic	STIXGeneral-Italic	STIXGeneral-Italic	
True	True	True	STIXGeneral	Bold	Bold	k.OpenType_CFF	STIXGeneral	Bold	STIXGeneral-Bold	STIXGeneral-Bold	
True	True	True	STIXGeneral	Bold Italic	Bold Italic	k.OpenType_CFF	STIXGeneral	Bold Italic	STIXGeneral-BoldItalic	STIXGeneral-BoldItalic	
True	True	True	STIXIntegralsD	Regular	Regular	k.OpenType_CFF	STIXIntegralsD	Regular	STIXIntegralsD-Regular	STIXIntegralsD-Regular	
True	True	True	STIXIntegralsD	Bold	Bold	k.OpenType_CFF	STIXIntegralsD	Bold	STIXIntegralsD-Bold	STIXIntegralsD-Bold	
True	True	True	STIXIntegralsSm	Regular	Regular	k.OpenType_CFF	STIXIntegralsSm	Regular	STIXIntegralsSm-Regular	STIXIntegralsSm-Regular	
True	True	True	STIXIntegralsSm	Bold	Bold	k.OpenType_CFF	STIXIntegralsSm	Bold	STIXIntegralsSm-Bold	STIXIntegralsSm-Bold	
True	True	True	STIXIntegralsUp	Regular	Regular	k.OpenType_CFF	STIXIntegralsUp	Regular	STIXIntegralsUp-Regular	STIXIntegralsUp-Regular	
True	True	True	STIXIntegralsUp	Bold	Bold	k.OpenType_CFF	STIXIntegralsUp	Bold	STIXIntegralsUp-Bold	STIXIntegralsUp-Bold	
True	True	True	STIXIntegralsUpD	Regular	Regular	k.OpenType_CFF	STIXIntegralsUpD	Regular	STIXIntegralsUpD-Regular	STIXIntegralsUpD-Regular	
True	True	True	STIXIntegralsUpD	Bold	Bold	k.OpenType_CFF	STIXIntegralsUpD	Bold	STIXIntegralsUpD-Bold	STIXIntegralsUpD-Bold	
True	True	True	STIXIntegralsUpSm	Regular	Regular	k.OpenType_CFF	STIXIntegralsUpSm	Regular	STIXIntegralsUpSm-Regular	STIXIntegralsUpSm-Regular	
True	True	True	STIXIntegralsUpSm	Bold	Bold	k.OpenType_CFF	STIXIntegralsUpSm	Bold	STIXIntegralsUpSm-Bold	STIXIntegralsUpSm-Bold	
True	True	True	STIXNonUnicode	Regular	Regular	k.OpenType_CFF	STIXNonUnicode	Regular	STIXNonUnicode-Regular	STIXNonUnicode-Regular	
True	True	True	STIXNonUnicode	Italic	Italic	k.OpenType_CFF	STIXNonUnicode	Italic	STIXNonUnicode-Italic	STIXNonUnicode-Italic	
True	True	True	STIXNonUnicode	Bold	Bold	k.OpenType_CFF	STIXNonUnicode	Bold	STIXNonUnicode-Bold	STIXNonUnicode-Bold	
True	True	True	STIXNonUnicode	Bold Italic	Bold Italic	k.OpenType_CFF	STIXNonUnicode	Bold Italic	STIXNonUnicode-BoldItalic	STIXNonUnicode-BoldItalic	
True	True	True	STIXSizeFiveSym	Regular	Regular	k.OpenType_CFF	STIXSizeFiveSym	Regular	STIXSizeFiveSym-Regular	STIXSizeFiveSym-Regular	
True	True	True	STIXSizeFourSym	Regular	Regular	k.OpenType_CFF	STIXSizeFourSym	Regular	STIXSizeFourSym-Regular	STIXSizeFourSym-Regular	
True	True	True	STIXSizeFourSym	Bold	Bold	k.OpenType_CFF	STIXSizeFourSym	Bold	STIXSizeFourSym-Bold	STIXSizeFourSym-Bold	
True	True	True	STIXSizeOneSym	Regular	Regular	k.OpenType_CFF	STIXSizeOneSym	Regular	STIXSizeOneSym-Regular	STIXSizeOneSym-Regular	
True	True	True	STIXSizeOneSym	Bold	Bold	k.OpenType_CFF	STIXSizeOneSym	Bold	STIXSizeOneSym-Bold	STIXSizeOneSym-Bold	
True	True	True	STIXSizeThreeSym	Regular	Regular	k.OpenType_CFF	STIXSizeThreeSym	Regular	STIXSizeThreeSym-Regular	STIXSizeThreeSym-Regular	
True	True	True	STIXSizeThreeSym	Bold	Bold	k.OpenType_CFF	STIXSizeThreeSym	Bold	STIXSizeThreeSym-Bold	STIXSizeThreeSym-Bold	
True	True	True	STIXSizeTwoSym	Regular	Regular	k.OpenType_CFF	STIXSizeTwoSym	Regular	STIXSizeTwoSym-Regular	STIXSizeTwoSym-Regular	
True	True	True	STIXSizeTwoSym	Bold	Bold	k.OpenType_CFF	STIXSizeTwoSym	Bold	STIXSizeTwoSym-Bold	STIXSizeTwoSym-Bold	
True	True	True	STIXVariants	Regular	Regular	k.OpenType_CFF	STIXVariants	Regular	STIXVariants-Regular	STIXVariants-Regular	
True	True	True	STIXVariants	Bold	Bold	k.OpenType_CFF	STIXVariants	Bold	STIXVariants-Bold	STIXVariants-Bold	
False	True	True	Sukhumvit Set	Thin	Thin	k.TrueType	Sukhumvit Set	Thin	SukhumvitSet-Thin	SukhumvitSet-Thin	
False	True	True	Sukhumvit Set	Light	Light	k.TrueType	Sukhumvit Set	Light	SukhumvitSet-Light	SukhumvitSet-Light	
False	True	True	Sukhumvit Set	Text	Text	k.TrueType	Sukhumvit Set	Text	SukhumvitSet-Text	SukhumvitSet-Text	
False	True	True	Sukhumvit Set	Medium	Medium	k.TrueType	Sukhumvit Set	Medium	SukhumvitSet-Medium	SukhumvitSet-Medium	
False	True	True	Sukhumvit Set	Semi Bold	Semi Bold	k.TrueType	Sukhumvit Set	Semi Bold	SukhumvitSet-SemiBold	SukhumvitSet-SemiBold	
False	True	True	Sukhumvit Set	Bold	Bold	k.TrueType	Sukhumvit Set	Bold	SukhumvitSet-Bold	SukhumvitSet-Bold	
False	True	True	Superclarendon	Light	Light	k.TrueType	Superclarendon	Light	Superclarendon Light	Superclarendon Light	
False	True	True	Superclarendon	Light Italic	Light Italic	k.TrueType	Superclarendon	Light Italic	Superclarendon Light Italic	Superclarendon Light Italic	
False	True	True	Superclarendon	Regular	Regular	k.TrueType	Superclarendon	Regular	Superclarendon Regular	Superclarendon Regular	
False	True	True	Superclarendon	Italic	Italic	k.TrueType	Superclarendon	Italic	Superclarendon Italic	Superclarendon Italic	
False	True	True	Superclarendon	Bold	Bold	k.TrueType	Superclarendon	Bold	Superclarendon Bold	Superclarendon Bold	
False	True	True	Superclarendon	Bold Italic	Bold Italic	k.TrueType	Superclarendon	Bold Italic	Superclarendon Bold Italic	Superclarendon Bold Italic	
False	True	True	Superclarendon	Black	Black	k.TrueType	Superclarendon	Black	Superclarendon Black	Superclarendon Black	
False	True	True	Superclarendon	Black Italic	Black Italic	k.TrueType	Superclarendon	Black Italic	Superclarendon Black Italic	Superclarendon Black Italic	
True	True	True	Sylfaen	Regular	Regular	k.OpenType_TT	Sylfaen	Regular	Sylfaen	Sylfaen	
False	True	True	Symbol	Regular	Regular	k.TrueType	Symbol	Regular	Symbol	Symbol	
True	True	True	Tahoma	Regular	Regular	k.OpenType_TT	Tahoma	Regular	Tahoma	Tahoma	
True	True	True	Tahoma	Bold	Bold	k.OpenType_TT	Tahoma	Bold	Tahoma Bold	Tahoma Bold	
True	True	True	Thonburi	Light	Light	k.TrueType	Thonburi	Light	Thonburi Light	Thonburi Light	
True	True	True	Thonburi	Regular	Regular	k.TrueType	Thonburi	Regular	Thonburi	Thonburi	
True	True	True	Thonburi	Bold	Bold	k.TrueType	Thonburi	Bold	Thonburi Bold	Thonburi Bold	
True	True	True	Times	Regular	Regular	k.TrueType	Times	Regular	Times Roman	Times Roman	
True	True	True	Times	Italic	Italic	k.TrueType	Times	Italic	Times Italic	Times Italic	
True	True	True	Times	Bold	Bold	k.TrueType	Times	Bold	Times Bold	Times Bold	
True	True	True	Times	Bold Italic	Bold Italic	k.TrueType	Times	Bold Italic	Times Bold Italic	Times Bold Italic	
True	True	True	Times New Roman	Regular	Regular	k.OpenType_TT	Times New Roman	Regular	Times New Roman	Times New Roman	
True	True	True	Times New Roman	Italic	Italic	k.OpenType_TT	Times New Roman	Italic	Times New Roman Italic	Times New Roman Italic	
True	True	True	Times New Roman	Bold	Bold	k.OpenType_TT	Times New Roman	Bold	Times New Roman Bold	Times New Roman Bold	
True	True	True	Times New Roman	Bold Italic	Bold Italic	k.OpenType_TT	Times New Roman	Bold Italic	Times New Roman Bold Italic	Times New Roman Bold Italic	
True	True	True	Trajan Color	Concept	Concept	k.OpenType_CFF	Trajan Color	Concept	Trajan Color	Trajan Color	
True	True	True	Trattatello	Regular	Regular	k.TrueType	Trattatello	Regular	Trattatello	Trattatello	
True	True	True	Trebuchet MS	Regular	Regular	k.OpenType_TT	Trebuchet MS	Regular	Trebuchet MS	Trebuchet MS	
True	True	True	Trebuchet MS	Italic	Italic	k.OpenType_TT	Trebuchet MS	Italic	Trebuchet MS Italic	Trebuchet MS Italic	
True	True	True	Trebuchet MS	Bold	Bold	k.OpenType_TT	Trebuchet MS	Bold	Trebuchet MS Bold	Trebuchet MS Bold	
True	True	True	Trebuchet MS	Bold Italic	Bold Italic	k.OpenType_TT	Trebuchet MS	Bold Italic	Trebuchet MS Bold Italic	Trebuchet MS Bold Italic	
True	True	True	Verdana	Regular	Regular	k.OpenType_TT	Verdana	Regular	Verdana	Verdana	
True	True	True	Verdana	Italic	Italic	k.OpenType_TT	Verdana	Italic	Verdana Italic	Verdana Italic	
True	True	True	Verdana	Bold	Bold	k.OpenType_TT	Verdana	Bold	Verdana Bold	Verdana Bold	
True	True	True	Verdana	Bold Italic	Bold Italic	k.OpenType_TT	Verdana	Bold Italic	Verdana Bold Italic	Verdana Bold Italic	
True	True	True	Webdings	Regular	Regular	k.OpenType_TT	Webdings	Regular	Webdings	Webdings	
True	True	True	Wingdings	Regular	Regular	k.OpenType_TT	Wingdings	Regular	Wingdings	Wingdings	
True	True	True	Wingdings 2	Regular	Regular	k.OpenType_TT	Wingdings 2	Regular	Wingdings 2	Wingdings 2	
True	True	True	Wingdings 3	Regular	Regular	k.OpenType_TT	Wingdings 3	Regular	Wingdings 3	Wingdings 3	
True	True	True	Zapf Dingbats	Regular	Regular	k.TrueType	Zapf Dingbats	Regular	Zapf Dingbats	Zapf Dingbats	
True	True	True	Zapfino	Regular	Regular	k.TrueType	Zapfino	Regular	Zapfino	Zapfino	
False	True	True	DFKaiShu-B5 Otf	W5	W5	k.OpenType_CID	DFKaiShu-B5 Otf	W5	DFKaiShu-B5 Otf W5	DFKaiShu-B5 Otf W5	
True	True	True	Heiti TC	Light	細體	k.TrueType	Heiti TC	Light	Heiti TC Light	黑體-繁 細體	
True	True	True	Heiti TC	Medium	中黑	k.TrueType	Heiti TC	Medium	Heiti TC Medium	黑體-繁 中黑	
True	True	True	Adobe Ming Std	L	L	k.OpenType_CID	Adobe Ming Std	L	Adobe Ming Std L	Adobe 明體 Std L	
False	True	True	PingFang HK	Ultralight	極細體	k.OpenType_CID	PingFang HK	Ultralight	PingFang HK Ultralight	蘋方-港 極細體	
False	True	True	PingFang HK	Thin	纖細體	k.OpenType_CID	PingFang HK	Thin	PingFang HK Thin	蘋方-港 纖細體	
False	True	True	PingFang HK	Light	細體	k.OpenType_CID	PingFang HK	Light	PingFang HK Light	蘋方-港 細體	
False	True	True	PingFang HK	Regular	標準體	k.OpenType_CID	PingFang HK	Regular	PingFang HK Regular	蘋方-港 標準體	
False	True	True	PingFang HK	Medium	中黑體	k.OpenType_CID	PingFang HK	Medium	PingFang HK Medium	蘋方-港 中黑體	
False	True	True	PingFang HK	Semibold	中粗體	k.OpenType_CID	PingFang HK	Semibold	PingFang HK Semibold	蘋方-港 中粗體	
False	True	True	PingFang TC	Ultralight	極細體	k.OpenType_CID	PingFang TC	Ultralight	PingFang TC Ultralight	蘋方-繁 極細體	
False	True	True	PingFang TC	Thin	纖細體	k.OpenType_CID	PingFang TC	Thin	PingFang TC Thin	蘋方-繁 纖細體	
False	True	True	PingFang TC	Light	細體	k.OpenType_CID	PingFang TC	Light	PingFang TC Light	蘋方-繁 細體	
False	True	True	PingFang TC	Regular	標準體	k.OpenType_CID	PingFang TC	Regular	PingFang TC Regular	蘋方-繁 標準體	
False	True	True	PingFang TC	Medium	中黑體	k.OpenType_CID	PingFang TC	Medium	PingFang TC Medium	蘋方-繁 中黑體	
False	True	True	PingFang TC	Semibold	中粗體	k.OpenType_CID	PingFang TC	Semibold	PingFang TC Semibold	蘋方-繁 中粗體	
False	True	True	DFHei-GB Otf	W7	W7	k.OpenType_CID	DFHei-GB Otf	W7	DFHei-GB Otf W7	DFHei-GB Otf W7	
False	True	True	DFKai-GB Otf	W5	W5	k.OpenType_CID	DFKai-GB Otf	W5	DFKai-GB Otf W5	DFKai-GB Otf W5	
False	True	True	DFSong-GB Otf	W5	W5	k.OpenType_CID	DFSong-GB Otf	W5	DFSong-GB Otf W5	DFSong-GB Otf W5	
True	True	True	GB18030Bitmap			k.bitmap	GB18030Bitmap	Regular	GB18030Bitmap	GB18030 Bitmap 	
True	True	True	Heiti SC	Light	细体	k.TrueType	Heiti SC	Light	Heiti SC Light	黑体-简 细体	
True	True	True	Heiti SC	Medium	中等	k.TrueType	Heiti SC	Medium	Heiti SC Medium	黑体-简 中等	
True	True	True	Adobe Heiti Std	R	R	k.OpenType_CID	Adobe Heiti Std	R	Adobe Heiti Std R	Adobe 黑体 Std R	
True	True	True	Hiragino Sans GB	W3	W3	k.OpenType_CID	Hiragino Sans GB	W3	Hiragino Sans GB W3	冬青黑体简体中文 W3	
True	True	True	Hiragino Sans GB	W6	W6	k.OpenType_CID	Hiragino Sans GB	W6	Hiragino Sans GB W6	冬青黑体简体中文 W6	
True	True	True	Adobe Kaiti Std	R	R	k.OpenType_CID	Adobe Kaiti Std	R	Adobe Kaiti Std R	Adobe 楷体 Std R	
True	True	True	MP HYShuSongYiTiGb1	Regular	Regular	k.OpenType_CID	MP HYShuSongYiTiGb1	Regular	MP HYShuSongYiTiGb1 Regular	MP HYShuSongYiTiGb1 Regular	
True	True	True	MP HYZhongSongTiGb1	Medium	Medium	k.OpenType_CID	MP HYZhongSongTiGb1	Medium	MP HYZhongSongTiGb1 Medium	MP HYZhongSongTiGb1 Medium	
False	True	True	PingFang SC	Ultralight	极细体	k.OpenType_CID	PingFang SC	Ultralight	PingFang SC Ultralight	苹方-简 极细体	
False	True	True	PingFang SC	Thin	纤细体	k.OpenType_CID	PingFang SC	Thin	PingFang SC Thin	苹方-简 纤细体	
False	True	True	PingFang SC	Light	细体	k.OpenType_CID	PingFang SC	Light	PingFang SC Light	苹方-简 细体	
False	True	True	PingFang SC	Regular	常规体	k.OpenType_CID	PingFang SC	Regular	PingFang SC Regular	苹方-简 常规体	
False	True	True	PingFang SC	Medium	中黑体	k.OpenType_CID	PingFang SC	Medium	PingFang SC Medium	苹方-简 中黑体	
False	True	True	PingFang SC	Semibold	中粗体	k.OpenType_CID	PingFang SC	Semibold	PingFang SC Semibold	苹方-简 中粗体	
True	True	True	Adobe Song Std	L	L	k.OpenType_CID	Adobe Song Std	L	Adobe Song Std L	Adobe 宋体 Std L	
True	True	True	Songti SC	Light	细体	k.TrueType	Songti SC	Light	Songti SC Light	宋体-简 细体	
True	True	True	Songti SC	Regular	常规体	k.TrueType	Songti SC	Regular	Songti SC Regular	宋体-简 常规体	
True	True	True	Songti SC	Bold	粗体	k.TrueType	Songti SC	Bold	Songti SC Bold	宋体-简 粗体	
False	True	False	Songti SC	Black	黑体	k.TrueType	Songti SC	Black	Songti SC Black	宋体-简 黑体	
True	True	True	Songti TC	Light	细体	k.TrueType	Songti TC	Light	Songti TC Light	宋体-繁 细体	
True	True	True	Songti TC	Regular	常规体	k.TrueType	Songti TC	Regular	Songti TC Regular	宋体-繁 常规体	
True	True	True	Songti TC	Bold	粗体	k.TrueType	Songti TC	Bold	Songti TC Bold	宋体-繁 粗体	
True	True	True	Source Han Serif SC	Regular	Regular	k.OpenType_CID	Source Han Serif SC	Regular	Source Han Serif SC	思源宋体 Regular	
True	True	True	Source Han Serif SC	Bold	Bold	k.OpenType_CID	Source Han Serif SC	Bold	Source Han Serif SC Bold	思源宋体 Bold	
True	True	True	STSong	Regular	常规体	k.TrueType	STSong	Regular	STSong	华文宋体	
True	True	True	Apple SD Gothic Neo	Thin	얇은체	k.OpenType_CID	Apple SD Gothic Neo	Thin	Apple SD Gothic Neo Thin	Apple SD 산돌고딕 Neo 얇은체	
True	True	True	Apple SD Gothic Neo	UltraLight	아주옅은체	k.OpenType_CID	Apple SD Gothic Neo	UltraLight	Apple SD Gothic Neo UltraLight	Apple SD 산돌고딕 Neo 아주옅은체	
True	True	True	Apple SD Gothic Neo	Light	옅은체	k.OpenType_CID	Apple SD Gothic Neo	Light	Apple SD Gothic Neo Light	Apple SD 산돌고딕 Neo 옅은체	
True	True	True	Apple SD Gothic Neo	Regular	일반체	k.OpenType_CID	Apple SD Gothic Neo	Regular	Apple SD Gothic Neo Regular	Apple SD 산돌고딕 Neo 일반체	
True	True	True	Apple SD Gothic Neo	Medium	중간체	k.OpenType_CID	Apple SD Gothic Neo	Medium	Apple SD Gothic Neo Medium	Apple SD 산돌고딕 Neo 중간체	
True	True	True	Apple SD Gothic Neo	SemiBold	세미볼드체	k.OpenType_CID	Apple SD Gothic Neo	SemiBold	Apple SD Gothic Neo SemiBold	Apple SD 산돌고딕 Neo 세미볼드체	
True	True	True	Apple SD Gothic Neo	Bold	볼드체	k.OpenType_CID	Apple SD Gothic Neo	Bold	Apple SD Gothic Neo Bold	Apple SD 산돌고딕 Neo 볼드체	
True	True	True	Apple SD Gothic Neo	ExtraBold	강한볼드체	k.OpenType_CID	Apple SD Gothic Neo	ExtraBold	Apple SD GothicNeo ExtraBold	Apple SD 산돌고딕 Neo 강한 볼드체	
True	True	True	Apple SD Gothic Neo	Heavy	무거운	k.OpenType_CID	Apple SD Gothic Neo	Heavy	Apple SD Gothic Neo Heavy	Apple SD 산돌고딕 Neo 무거운	
False	True	True	AppleGothic	Regular	일반체	k.TrueType	AppleGothic	Regular	AppleGothic Regular	AppleGothic 일반체	
False	True	True	AppleMyungjo	Regular	일반체	k.TrueType	AppleMyungjo	Regular	AppleMyungjo Regular	AppleMyungjo 일반체	
True	True	True	Arial Unicode MS	Regular	Regular	k.OpenType_TT	Arial Unicode MS	Regular	Arial Unicode MS	Arial Unicode MS	
True	True	True	Adobe Myungjo Std	M	M	k.OpenType_CID	Adobe Myungjo Std	M	Adobe Myungjo Std M	Adobe 명조 Std M	
True	True	True	Al Bayan	Plain	Plain	k.TrueType	Al Bayan	Plain	Al Bayan Plain	Al Bayan Plain	
True	True	True	Al Bayan	Bold	Bold	k.TrueType	Al Bayan	Bold	Al Bayan Bold	Al Bayan Bold	
True	True	True	Al Nile	Regular	Regular	k.TrueType	Al Nile	Regular	Al Nile	Al Nile	
True	True	True	Al Nile	Bold	Bold	k.TrueType	Al Nile	Bold	Al Nile Bold	Al Nile Bold	
True	True	True	Al Tarikh	Regular	Regular	k.TrueType	Al Tarikh	Regular	Al Tarikh Regular	Al Tarikh Regular	
True	True	True	Adobe Arabic	Regular	Regular	k.OpenType_CFF	Adobe Arabic	Regular	Adobe Arabic Regular	Adobe Arabic Regular	
True	True	True	Adobe Arabic	Italic	Italic	k.OpenType_CFF	Adobe Arabic	Italic	Adobe Arabic Italic	Adobe Arabic Italic	
True	True	True	Adobe Arabic	Bold	Bold	k.OpenType_CFF	Adobe Arabic	Bold	Adobe Arabic Bold	Adobe Arabic Bold	
True	True	True	Adobe Arabic	Bold Italic	Bold Italic	k.OpenType_CFF	Adobe Arabic	Bold Italic	Adobe Arabic Bold Italic	Adobe Arabic Bold Italic	
